id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID000253,12.9965947,77.5847557,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0245,CAR,NULL,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-30 06:02:46+00,NULL,2023-11-30 10:17:42.966451+00,FKDEV00106,FKUSR00107,11,High ground,TRUE,BTP032 - Windsor Circle,NULL,NULL,FKN00GL0245,CAR,rejected,2023-11-30 20:14:41.102+00
FKID000254,12.9963894,77.5843738,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0246,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 06:03:46+00,NULL,2023-11-30 10:21:16.511743+00,FKDEV00106,FKUSR00107,87,Sheshadripuram,TRUE,BTP032 - Windsor Circle,NULL,NULL,FKN00GL0246,CAR,rejected,2023-11-30 20:14:42.273+00
FKID000255,12.9839811,77.5777214,"Race Course Cross Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0247,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 10:54:46+00,NULL,2023-11-30 11:09:13.991508+00,FKDEV00107,FKUSR00108,11,High ground,TRUE,BTP054 - Shivananda Circle,NULL,NULL,FKN00GL0247,CAR,approved,2023-11-30 20:15:26.816+00
FKID000256,12.9937873,77.6636669,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL0248,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-27 08:50:46+00,NULL,2024-03-27 14:32:27.353688+00,FKDEV00108,FKUSR00109,34,Banaswadi,TRUE,No Junction,NULL,2024-04-13 23:55:45.514876+00,NULL,NULL,NULL,NULL
FKID000257,12.9937873,77.6636669,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL0249,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-27 08:50:46+00,NULL,2024-03-27 14:32:28.815375+00,FKDEV00108,FKUSR00109,34,Banaswadi,TRUE,No Junction,NULL,2024-04-13 23:55:45.517847+00,NULL,NULL,NULL,NULL
FKID000258,12.9327746,77.6882305,"Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL0250,BUS (BMTC/KSRTC),NULL,"[""WRONG PARKING""]",[112],2023-11-30 05:59:46+00,NULL,2023-11-30 07:40:45.187278+00,FKDEV00109,FKUSR00110,13,HAL Old Airport,TRUE,No Junction,NULL,NULL,FKN00GL0250,BUS (BMTC/KSRTC),rejected,2023-11-30 20:17:02.699+00
FKID000259,12.9758231,77.5552836,"9th Main Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0251,LGV,NULL,"[""WRONG PARKING""]",[112],2023-11-30 06:01:46+00,NULL,2023-11-30 07:13:28.896372+00,FKDEV00110,FKUSR00111,29,Magadi Road,TRUE,BTP071 - Prasanna Junction,NULL,NULL,FKN00GL0251,LGV,rejected,2023-11-30 20:17:08.98+00
FKID000260,13.0004598,77.5713573,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0252,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-29 02:23:46+00,NULL,2023-11-29 03:03:41.360441+00,FKDEV00082,FKUSR00082,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0252,PASSENGER AUTO,approved,2023-11-30 06:04:52.635+00
FKID000261,12.9997228,77.5713124,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0253,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-29 02:22:46+00,NULL,2023-11-29 03:03:40.059686+00,FKDEV00082,FKUSR00082,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0253,PASSENGER AUTO,approved,2023-11-30 06:04:47.714+00
FKID000262,13.0002819,77.571334,"Sri Venkataranga Ayangar Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0254,MAXI-CAB,NULL,"[""NO PARKING""]",[113],2023-11-29 02:22:46+00,NULL,2023-11-29 03:03:40.711512+00,FKDEV00082,FKUSR00082,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0254,MAXI-CAB,approved,2023-11-30 06:05:05.719+00
FKID000263,12.9996091,77.571312,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0255,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:21:46+00,NULL,2023-11-29 03:03:38.885127+00,FKDEV00082,FKUSR00082,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0255,PASSENGER AUTO,approved,2023-11-30 06:05:12.476+00
FKID000264,12.9779294,77.5772024,"5th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0256,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-27 20:21:46+00,NULL,2023-11-27 20:42:31.144821+00,FKDEV00075,FKUSR00075,3,Upparpet,TRUE,BTP058 - Subbanna Junction,NULL,NULL,FKN00GL0256,CAR,rejected,2023-11-30 06:06:18.583+00
FKID000265,12.9993023,77.5714195,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0257,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:20:46+00,NULL,2023-11-29 03:03:37.991373+00,FKDEV00082,FKUSR00082,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0257,PASSENGER AUTO,approved,2023-11-30 06:06:19.372+00
FKID000266,13.0604884,77.5024948,"6th Cross Road, Sree Rama Kuteera 2nd Stage, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",FKN00GL0258,CAR,NULL,"[""NO PARKING""]",[113],2023-11-17 06:01:46+00,NULL,2023-11-17 08:23:40.748658+00,FKDEV00086,FKUSR00086,86,Chikkabanavara,TRUE,No Junction,NULL,NULL,FKN00GL0258,CAR,approved,2023-11-17 19:31:37.869+00
FKID000267,12.8435517,77.6441983,"Battadasanapura Main Road, DN Laxman Reddy Circle, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0259,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-18 23:30:46+00,NULL,2023-11-19 01:56:40.97573+00,FKDEV00111,FKUSR00112,38,Electronic City,TRUE,No Junction,NULL,NULL,FKN00GL0259,PASSENGER AUTO,approved,2023-11-20 22:46:28.704+00
FKID000268,13.0348969,77.5888898,"6th Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL0260,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2023-11-29 01:23:46+00,NULL,2023-11-29 02:59:22.888605+00,FKDEV00112,FKUSR00113,18,Hebbala,TRUE,No Junction,NULL,NULL,FKN00GL0260,MOTOR CYCLE,approved,2023-11-30 06:08:45.133+00
FKID000269,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0261,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:01.738707+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0261,SCOOTER,approved,2023-11-30 06:09:29.448+00
FKID000270,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0262,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:00.877316+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0262,SCOOTER,approved,2023-11-30 06:09:35.785+00
FKID000271,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0263,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:02.892498+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0263,SCOOTER,approved,2023-11-30 06:09:42.094+00
FKID000272,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0264,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:04.63637+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0264,SCOOTER,approved,2023-11-30 06:09:47.475+00
FKID000273,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0265,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:00.014577+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0265,MOTOR CYCLE,approved,2023-11-30 06:09:55.184+00
FKID000274,12.9948692,77.5898236,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0266,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:42:46+00,NULL,2023-11-29 02:54:05.53706+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0266,SCOOTER,approved,2023-11-30 06:10:10.075+00
FKID000275,12.994994,77.5899716,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0267,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:42:46+00,NULL,2023-11-29 02:54:06.224552+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0267,SCOOTER,approved,2023-11-30 06:10:04.847+00
FKID000276,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL0268,MAXI-CAB,NULL,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2023-11-17 06:14:46+00,NULL,2023-11-17 08:15:06.8364+00,FKDEV00113,FKUSR00114,40,Chikkajala,TRUE,No Junction,NULL,NULL,FKN00GL0268,MAXI-CAB,rejected,2023-11-17 19:31:51.261+00
FKID000277,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0269,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:58.657249+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0269,SCOOTER,approved,2023-11-30 06:11:13.723+00
FKID000278,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0270,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:56.426802+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0270,SCOOTER,approved,2023-11-30 06:11:26.127+00
FKID000279,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0271,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:40:46+00,NULL,2023-11-29 02:54:03.66481+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0271,SCOOTER,approved,2023-11-30 06:11:18.185+00
FKID000280,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0272,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:55.348487+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0272,SCOOTER,approved,2023-11-30 06:11:41.754+00
FKID000281,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0273,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:53.714747+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0273,SCOOTER,approved,2023-11-30 06:11:49.463+00
FKID000282,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0274,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:47.612646+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0274,SCOOTER,approved,2023-11-30 06:12:15.844+00
FKID000283,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0275,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:39:46+00,NULL,2023-11-29 02:53:50.907296+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0275,SCOOTER,approved,2023-11-30 06:12:06.837+00
FKID000284,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0276,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:38:46+00,NULL,2023-11-29 02:53:46.507438+00,FKDEV00074,FKUSR00074,11,High ground,TRUE,No Junction,NULL,NULL,FKN00GL0276,SCOOTER,approved,2023-11-30 06:12:24.676+00
FKID000285,12.9769561,77.5757223,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0277,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-10 22:15:46+00,NULL,2024-03-10 22:18:09.003945+00,FKDEV00114,FKUSR00115,3,Upparpet,FALSE,BTP040 - Elite Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000286,12.9277191,77.6807208,"RMZ Ecospace Internal Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0278,CAR,NULL,"[""NO PARKING""]",[113],2024-03-14 22:23:46+00,NULL,2024-03-14 23:37:08.376346+00,FKDEV00115,FKUSR00116,82,Bellandur,TRUE,No Junction,NULL,2024-04-01 18:21:26.854954+00,FKN00GL0278,CAR,approved,2024-04-16 02:22:13.275+00
FKID000287,12.9805236,77.6100219,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0279,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 02:31:46+00,NULL,2023-11-19 02:43:24.635809+00,FKDEV00116,FKUSR00117,16,Shivajinagar,TRUE,BTP051 - Safina Plaza Junction,NULL,NULL,FKN00GL0279,CAR,approved,2023-11-19 22:33:12.043+00
FKID000288,12.8897593,77.5632975,"Canara Bank Cross Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL0280,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2024-03-10 22:17:46+00,NULL,2024-03-10 22:20:55.72146+00,FKDEV00117,FKUSR00118,35,K.S. Layout,TRUE,No Junction,NULL,2024-03-27 20:10:10.982768+00,NULL,NULL,NULL,NULL
FKID000289,12.9808383,77.5768973,"Dr MH Ambarish Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0281,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-30 05:55:46+00,NULL,2023-11-30 06:59:39.252884+00,FKDEV00098,FKUSR00099,11,High ground,TRUE,BTP058 - Subbanna Junction,NULL,NULL,FKN00GL0281,CAR,rejected,2023-11-30 20:18:28.152+00
FKID000290,12.9124071,77.635025,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0282,MOPED,NULL,"[""WRONG PARKING""]",[112],2023-11-25 08:28:46+00,NULL,2023-11-25 08:35:59.495237+00,FKDEV00118,FKUSR00119,45,HSR Layout,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000291,12.9798233,77.6097578,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0283,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-19 02:32:46+00,NULL,2023-11-19 02:44:29.863457+00,FKDEV00116,FKUSR00117,16,Shivajinagar,TRUE,BTP051 - Safina Plaza Junction,NULL,NULL,FKN00GL0283,PASSENGER AUTO,approved,2023-11-19 22:30:16.089+00
FKID000292,12.9371629,77.6018827,"Dairy Circle Flyover, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0284,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 02:02:46+00,NULL,2023-11-19 02:04:25.392902+00,FKDEV00119,FKUSR00120,31,Mico Layout,TRUE,BTP126 - Dairy Circle,NULL,NULL,FKN00GL0284,CAR,approved,2023-11-19 23:26:22.452+00
FKID000293,12.9768642,77.5743634,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0285,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-18 19:15:46+00,NULL,2023-11-20 03:12:08.542621+00,FKDEV00018,FKUSR00018,3,Upparpet,TRUE,BTP045 - Danvanthri Road Junction,NULL,NULL,FKN00GL0285,CAR,approved,2023-11-20 23:20:23.699+00
FKID000294,12.9124071,77.635025,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0286,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-25 08:29:46+00,NULL,2023-11-25 08:36:01.377701+00,FKDEV00118,FKUSR00119,45,HSR Layout,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000295,13.0048963,77.5282671,"18th Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL0287,LGV,NULL,"[""NO PARKING""]",[113],2023-12-18 22:27:46+00,NULL,2023-12-19 05:56:12.822916+00,FKDEV00087,FKUSR00087,6,Rajajinagar,TRUE,No Junction,NULL,NULL,FKN00GL0287,LGV,approved,2023-12-19 22:51:22.407+00
FKID000296,12.9769861,77.5772339,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0288,LGV,NULL,"[""NO PARKING""]",[113],2023-12-22 03:19:46+00,NULL,2023-12-22 03:41:19.516431+00,FKDEV00120,FKUSR00121,3,Upparpet,TRUE,BTP040 - Elite Junction,NULL,NULL,FKN00GL0288,LGV,approved,2023-12-22 22:11:21.909+00
FKID000297,12.8904647,77.6397399,"Hosur Road, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0289,LGV,NULL,"[""WRONG PARKING""]",[112],2024-03-14 21:53:46+00,NULL,2024-03-14 23:41:33.721056+00,FKDEV00121,FKUSR00122,45,HSR Layout,TRUE,No Junction,NULL,2024-04-01 18:27:39.767371+00,FKN00GL0289,LGV,approved,2024-04-16 02:23:22.055+00
FKID000298,12.9813802,77.608863,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0290,CAR,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-20 03:00:46+00,NULL,2023-11-20 03:22:27.834521+00,FKDEV00122,FKUSR00063,16,Shivajinagar,TRUE,BTP051 - Safina Plaza Junction,NULL,NULL,FKN00GL0290,CAR,rejected,2023-11-20 20:18:54.196+00
FKID000299,12.8917942,77.638813,"Hosur Road, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0291,MAXI-CAB,NULL,"[""WRONG PARKING""]",[112],2024-03-14 21:52:46+00,NULL,2024-03-14 23:41:32.322982+00,FKDEV00121,FKUSR00122,45,HSR Layout,TRUE,No Junction,NULL,2024-04-01 18:27:39.753484+00,FKN00GL0291,MAXI-CAB,approved,2024-04-15 21:24:01.122+00
FKID000300,12.9637139,77.5766862,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0292,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-17 17:04:46+00,NULL,2023-11-17 17:13:57.113122+00,FKDEV00079,FKUSR00079,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0292,SCOOTER,rejected,2023-11-17 19:36:11.354+00
FKID000301,12.891834,77.6388249,"Hosur Road, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0293,CAR,NULL,"[""WRONG PARKING""]",[112],2024-03-14 21:52:46+00,NULL,2024-03-14 23:41:33.232728+00,FKDEV00121,FKUSR00122,45,HSR Layout,TRUE,No Junction,NULL,2024-04-01 18:27:39.762825+00,FKN00GL0293,CAR,approved,2024-04-16 02:23:33.221+00
FKID000302,12.9773449,77.5765234,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0294,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2023-12-19 06:18:46+00,NULL,2023-12-19 06:19:40.38228+00,FKDEV00027,FKUSR00027,3,Upparpet,TRUE,BTP040 - Elite Junction,NULL,NULL,FKN00GL0294,MOTOR CYCLE,approved,2023-12-21 06:36:02.453+00
FKID000303,12.9810699,77.6102496,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0295,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-20 02:57:46+00,NULL,2023-11-20 03:13:01.41751+00,FKDEV00123,FKUSR00123,16,Shivajinagar,TRUE,BTP051 - Safina Plaza Junction,NULL,NULL,FKN00GL0295,PASSENGER AUTO,rejected,2023-11-20 20:26:25.28+00
FKID000304,12.9729971,77.6089638,"Field Marshal KM Cariappa Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0296,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-19 01:46:46+00,NULL,2023-11-19 02:10:46.450683+00,FKDEV00124,FKUSR00124,8,Ashok Nagar,TRUE,No Junction,NULL,NULL,FKN00GL0296,PASSENGER AUTO,approved,2023-11-19 23:20:16.33+00
FKID000305,12.9633357,77.5765156,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0297,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-17 17:03:46+00,NULL,2023-11-17 17:13:53.538161+00,FKDEV00079,FKUSR00079,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0297,SCOOTER,rejected,2023-11-17 19:36:15.354+00
FKID000306,12.9116238,77.6262592,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0298,LGV,NULL,"[""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]","[107,111,113]",2023-11-30 09:15:46+00,NULL,2023-11-30 09:19:13.603374+00,FKDEV00125,FKUSR00125,45,HSR Layout,TRUE,No Junction,NULL,NULL,FKN00GL0298,LGV,approved,2023-11-30 20:18:33.582+00
FKID000307,12.9755694,77.574778,"Major T Ramachandrappa Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0299,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-19 02:09:46+00,NULL,2023-11-19 02:15:28.582236+00,FKDEV00126,FKUSR00126,3,Upparpet,TRUE,BTP045 - Danvanthri Road Junction,NULL,NULL,FKN00GL0299,MOTOR CYCLE,approved,2023-11-19 23:13:12.607+00
FKID000308,12.9755515,77.5747511,"Major T Ramachandrappa Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0300,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-19 02:09:46+00,NULL,2023-11-19 02:15:29.237275+00,FKDEV00126,FKUSR00126,3,Upparpet,TRUE,BTP045 - Danvanthri Road Junction,NULL,NULL,FKN00GL0300,CAR,approved,2023-11-19 23:13:22.831+00
FKID000309,12.9636803,77.5766585,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0301,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-17 17:03:46+00,NULL,2023-11-17 17:13:54.361304+00,FKDEV00079,FKUSR00079,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0301,MOTOR CYCLE,rejected,2023-11-17 19:36:10.135+00
FKID000310,12.9372304,77.6018668,"Hosur Road, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0302,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-19 02:15:46+00,NULL,2023-11-19 02:17:32.287236+00,FKDEV00119,FKUSR00120,31,Mico Layout,TRUE,BTP126 - Dairy Circle,NULL,NULL,FKN00GL0302,MOPED,approved,2023-11-20 00:18:14.809+00
FKID000311,12.9637139,77.5766862,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0303,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-17 17:03:46+00,NULL,2023-11-17 17:13:56.122965+00,FKDEV00079,FKUSR00079,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0303,MOTOR CYCLE,rejected,2023-11-17 19:36:20.167+00
FKID000312,12.963467,77.5766057,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0304,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-17 17:02:46+00,NULL,2023-11-17 17:13:52.479545+00,FKDEV00079,FKUSR00079,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0304,CAR,approved,2023-11-17 19:36:22.314+00
